Straat,Huisnr,huisletter,postcode,Plaats,Status,Omschrijving,UniekNummer
Keizer Karelplein,,,,,waardevol cultuurhistorisch element,herdenkingsplaquette,GM-1563
Keizer Karelplein,,,,,waardevol cultuurhistorisch element,klok gebroeders moers,GM-1564
Keizer Karelplein,,,,,waardevol groenelement,Julianaboom,GM-1566
Keizer Karelplein,,,,Maastricht,waardevol cultuurhistorisch element,sint servaasfontein,GM-1565
Keizer Karelplein,2,,6211 TC,Maastricht,dominant,,GM-1557
Keizer Karelplein,6,,6211 TC,Maastricht,waardevol groenelement,,GM-1561
Keizer Karelplein,10,,6211 TC,Maastricht,dominant,,GM-1551
Keizer Karelplein,11,,6211 TC,Maastricht,dominant,,GM-1552
Keizer Karelplein,12,,6211 TC,Maastricht,dominant,,GM-1553
Keizer Karelplein,13,,6211 TC,Maastricht,dominant,,GM-1554
Keizer Karelplein,14,,6211 TC,Maastricht,dominant,,GM-1555
Keizer Karelplein,18,,6211 TC,Maastricht,dominant,,GM-1556
Keizer Karelplein,26,,6211 TC,Maastricht,kenmerkend,,GM-1558
Keizer Karelplein,27,,6211 TC,Maastricht,dominant,,GM-1559
Keizer Karelplein,28,,6211 TC,Maastricht,dominant,,GM-1560
Keizer Ottostraat,1,,6226 VN,Maastricht,kenmerkend,A.Swinkels,GM-866
Kemenadeplein,8,A,6222 VE,Maastricht,kenmerkend,Swinkels&Salemans,GM-868
Kemenadeplein,16,A,6222 VG,Maastricht,kenmerkend,Swinkels&Salemans,GM-867
Kerkstraat,1,,6223 BK,Maastricht,dominant,Klooster,GM-3684
Kerkstraat,2,,6223 BK,Maastricht,waardevol cultuurhistorisch element,Indonesie monument,GM-3704
Kerkstraat,6,,6223 BK,Maastricht,dominant,Pastorie en kapelanie,GM-3685
Kerkstraat,7,,6223 BK,Maastricht,kenmerkend,Woonhuis,GM-3686
Kerkstraat,10,,6223 BK,Maastricht,dominant,kerk,GM-3687
Kerkstraat,10,,6223 BK,Maastricht,waardevol cultuurhistorisch element,kerhof,GM-3688
Kesselskade,40,,6211 EN,Maastricht,dominant,"Voormalige nummers 38, 40 en 41 zijn  samengevoegd",GM-1567
Kesselskade,51,,6211 EN,Maastricht,dominant,,GM-1568
Kesselskade,53,,6211 EN,Maastricht,dominant,kapel op achterterrein,GM-1569
Kesselskade,53,A,6211 EN,Maastricht,dominant,schoolgebouw,GM-1570
Kesselskade,61,,6211 EN,Maastricht,dominant,,GM-1571
Kesselskade,66,,6211 EN,,dominant,,GM-1572
Kleine Gracht,1,,6211 CA,Maastricht,dominant,stadsmuur,GM-1573
Kleine Gracht,3,,6211 CA,Maastricht,dominant,stadsmuur,GM-1586
Kleine Gracht,4,,6211 CB,Maastricht,dominant,,GM-1593
Kleine Gracht,5,,6211 CA,Maastricht,dominant,stadsmuur,GM-1596
Kleine Gracht,6,A,6211 CB,Maastricht,dominant,,GM-1597
Kleine Gracht,7,,6211 CA,Maastricht,dominant,,GM-1598
Kleine Gracht,8,A,6211 CB,Maastricht,dominant,,GM-1600
Kleine Gracht,9,,6211 CA,Maastricht,dominant,,GM-1602
Kleine Gracht,11,,6211 CA,Maastricht,dominant,,GM-1574
Kleine Gracht,15,,6211 CA,Maastricht,dominant,stadsmuur,GM-1576
Kleine Gracht,17,,6211 CA,Maastricht,dominant,stadsmuur,GM-1577
Kleine Gracht,19,,6211 CA,Maastricht,dominant,,GM-1579
Kleine Gracht,21,,6211 CA,Maastricht,dominant,stadsmuur,GM-1580
Kleine Gracht,23,,6211 CA,Maastricht,dominant,stadsmuur,GM-1581
Kleine Gracht,25,,6211 CA,Maastricht,dominant,,GM-1582
Kleine Gracht,27,,6211 CA,Maastricht,dominant,stadsmuur,GM-1584
Kleine Gracht,29,,6211 CA,Maastricht,dominant,stadsmuur,GM-1585
Kleine Gracht,31,,6211 CA,Maastricht,dominant,stadsmuur,GM-1587
Kleine Gracht,33,,6211 CA,Maastricht,dominant,stadsmuur,GM-1588
Kleine Gracht,34,,6211 CB,Maastricht,dominant,,GM-1589
Kleine Gracht,35,,6211 CA,Maastricht,dominant,stadsmuur,GM-1590
Kleine Gracht,37,,6211 CA,Maastricht,dominant,stadsmuur,GM-1591
Kleine Gracht,39,,6211 CA,Maastricht,dominant,stadsmuur,GM-1592
Kleine Gracht,41,,6211 CA,Maastricht,dominant,stadsmuur,GM-1594
Kleine Gracht,43,,6211 CA,Maastricht,dominant,stadsmuur,GM-1595
Kleine Looiersstraat,4,,6211 JL,Maastricht,dominant,achterhuis,GM-1606
Kleine Looiersstraat,6,,6211 JL,Maastricht,dominant,achterhuis,GM-1607
Kleine Looiersstraat,16,,6211 JL,Maastricht,kenmerkend,,GM-1603
Kleine Looiersstraat,19,,6211 JL,Maastricht,kenmerkend,,GM-3592
Kleine Looiersstraat,22,,6211 JL,Maastricht,dominant,,GM-1604
Kleine Looiersstraat,31,,6211 JL,Maastricht,dominant,,GM-1605
Kleine Staat,6,,6211 EE,Maastricht,dominant,,GM-1612
Kleine Staat,7,,6211 ED,Maastricht,dominant,achterhuis,GM-1613
Kleine Staat,15,,6211 ED,Maastricht,dominant,,GM-1608
Kleine Staat,19,,6211 ED,Maastricht,dominant,,GM-1609
Kleine Staat,21,,6211 ED,Maastricht,dominant,,GM-1610
Kleine Stokstraat,,,,,waardevol cultuurhistorisch element,mestreechter geis,GM-1614
Kloosterstraat,2,,6226 BP,Maastricht,dominant,woonhuis,GM-387
Koestraat,2,,6211 HR,Maastricht,waardevol cultuurhistorisch element,madonnabeeld in gevel,GM-1617
Koestraat,15,,6211 HR,Maastricht,dominant,,GM-1615
Koestraat,19,,6211 HR,Maastricht,dominant,,GM-1616
Kolonel Millerstraat,,,,Maastricht,dominant,school,GM-274
Kolpingstraat ,4,,6221 TP,Maastricht,kenmerkend,complex H. Koene,GM-870
Kolpingstraat ,5,,6221 TP,Maastricht,kenmerkend,complex H. Koene,GM-871
Kolpingstraat ,6,,6221 TP,Maastricht,kenmerkend,complex H. Koene,GM-869
Kolpingstraat ,7,,6221 TP,Maastricht,kenmerkend,complex H. Koene,GM-872
Kolpingstraat ,8,,6221 TP,Maastricht,kenmerkend,complex H. Koene,GM-873
Koning Clovisstraat,6,A,6224 GW,Maastricht,dominant,woonhuis,GM-3795
Koning Clovisstraat,13,,6226 AE,Maastricht,kenmerkend,J.Bellen,GM-876
Koning Clovisstraat,16,A,6224 GW,Maastricht,dominant,woonhuis,GM-3796
Koning Clovisstraat,18,A,6224 GX,Maastricht,dominant,woonhuis,GM-3797
Koning Clovisstraat,53,,6226 AE,Maastricht,kenmerkend,,GM-877
Koning Clovisstraat,55,,6226 AE,Maastricht,kenmerkend,,GM-874
Koning Clovisstraat,57,A,6226 AE,Maastricht,dominant,,GM-875
Koning Clovisstraat,72,,6224 GZ,Maastricht,kenmerkend,woonhuis,GM-3798
Koning Clovisstraat,74,,6224 GZ,Maastricht,kenmerkend,woonhuis,GM-3799
Koning Clovisstraat,77,,6226 AG,Maastricht,dominant,,GM-878
Koning Clovisstraat,79,,6226 AG,Maastricht,dominant,,GM-879
Koning Clovisstraat,91,,6226 AG,Maastricht,dominant,,GM-880
Koning Clovisstraat,93,,6226 AG,Maastricht,kenmerkend,,GM-881
Koningin Emmaplein,1,,6211 NG,Maastricht,cultuurhistorisch attentiegebied,,GM-1618
Koningin Emmaplein,2,,6211 NG,Maastricht,kenmerkend,,GM-1620
Koningin Emmaplein,3,,6211 NG,,kenmerkend,,GM-1621
Koningin Emmaplein,15,,6214 AB,Maastricht,kenmerkend,woonhuis,GM-2558
Koningin Emmaplein,16,,6211 NG,Maastricht,cultuurhistorisch attentiegebied,,GM-1619
Koningskampstraat,1,A,6223 AH,Maastricht,dominant,Wijkgebouw,GM-3689
Koningskampstraat,2,,6223 AJ,Maastricht,waardevol cultuurhistorisch element,mariakapel,GM-3703
Koningsplein,,,,Maastricht,waardevol cultuurhistorisch element,bevrijdingsmonument,GM-275
Koningsplein,7,,6224 EB,Maastricht,dominant,,GM-882
Koningsplein,9,,6224 EB,Maastricht,kenmerkend,,GM-884
Koningsplein,19,A,6224 EC,Maastricht,dominant,,GM-883
Kruisdonk,,,,Maastricht,waardevol cultuurhistorisch element,wegkruis,GM-3621
Kruisdonk,,,,Maastricht,waardevol groenelement,boom,GM-3631
Kruisdonk,,,,Maastricht,waardevol groenelement,haag,GM-3627
Kruisdonk,63,,6222 PH,Maastricht,waardevol groenelement,meidoornhaag,GM-266
Kruisstraat,22,,6227 RV,Maastricht,kenmerkend,woning,GM-388
Laagfrankrijk,1,,6211 PV,Maastricht,kenmerkend,,GM-3608
Laagfrankrijk,2,,6211 PV,Maastricht,kenmerkend,,GM-1622
Laan van Brunswijk ,65,,6212 HD,Maastricht,dominant,,GM-600
Laan van Brunswijk ,75,,6212 HD,Maastricht,dominant,,GM-601
Lage Barakken,1,,6221 CH,Maastricht,kenmerkend,,GM-1623
Lage Barakken,3,,6221 CH,Maastricht,dominant,,GM-1640
Lage Barakken,5,A,6221 CH,Maastricht,kenmerkend,,GM-1644
Lage Barakken,7,A,6221 CH,Maastricht,kenmerkend,,GM-1645
Lage Barakken,9,B,6221 CH,Maastricht,kenmerkend,,GM-1647
Lage Barakken,11,,6221 CH,Maastricht,dominant,,GM-1624
Lage Barakken,13,,6221 CH,Maastricht,dominant,,GM-1625
Lage Barakken,14,,6221 CJ,Maastricht,kenmerkend,,GM-1626
Lage Barakken,15,A,6221 CH,Maastricht,kenmerkend,,GM-1627
Lage Barakken,16,,6221 CJ,Maastricht,kenmerkend,,GM-1628
Lage Barakken,17,A,6221 CH,Maastricht,kenmerkend,,GM-1629
Lage Barakken,18,A,6221 CK,Maastricht,kenmerkend,,GM-1630
Lage Barakken,19,A,6221 CH,Maastricht,kenmerkend,,GM-1631
Lage Barakken,20,,6221 CK,Maastricht,kenmerkend,,GM-1632
Lage Barakken,21,,6221 CH,Maastricht,kenmerkend,,GM-1633
Lage Barakken,22,,6221 CK,Maastricht,dominant,,GM-1634
Lage Barakken,23,A,6221 CH,Maastricht,dominant,,GM-1635
Lage Barakken,24,,6221 CK,Maastricht,kenmerkend,,GM-1636
Lage Barakken,26,,6221 CK,Maastricht,kenmerkend,,GM-1637
Lage Barakken,27,,6221 CH,Maastricht,kenmerkend,,GM-1638
Lage Barakken,28,,6221 CK,Maastricht,kenmerkend,,GM-1639
Lage Barakken,30,,6221 CK,Maastricht,kenmerkend,,GM-1641
Lage Barakken,32,,6221 CK,Maastricht,kenmerkend,,GM-1642
Lage Barakken,48,,6221 CK,Maastricht,dominant,,GM-1643
Lage Barakken,71,A,6221 CH,Maastricht,dominant,,GM-1646
Lage Frontweg,,,,Maastricht,waardevol groenelement,Lage Fronten,GM-453
Lage Frontweg,9,,6219 PC,Maastricht,dominant,gashouder,GM-444
Lage Kanaaldijk,2,A,6212 AE,Maastricht,dominant,,GM-602
Lage Kanaaldijk,3,,6212 AE,Maastricht,dominant,,GM-603
Lage Kanaaldijk,4,,6212 AE,Maastricht,dominant,,GM-604
Lage Kanaaldijk,6,,6212 AE,Maastricht,kenmerkend,,GM-605
Lage Kanaaldijk,7,,6212 AE,Maastricht,kenmerkend,,GM-606
Lage Kanaaldijk,9,,6212 AE,Maastricht,dominant,,GM-607
Lage Kanaaldijk ,10,,6212 AE,Maastricht,dominant,,GM-608
Lage Kanaaldijk ,11,,6212 AE,Maastricht,dominant,,GM-609
Lage Kanaaldijk ,17,,6212 AE,Maastricht,kenmerkend,,GM-610
Lage Kanaaldijk,18,,6212 AE,Maastricht,kenmerkend,,GM-611
Lage Kanaaldijk ,19,,6212 AE,Maastricht,dominant,,GM-612
Lage Kanaaldijk,31,,6212 AG,Maastricht,dominant,,GM-613
Lage Kanaaldijk ,46,A,6212 AH,Maastricht,dominant,,GM-614
Lage Kanaaldijk,54,,6212 AH,Maastricht,dominant,café-woonhuis,GM-3765
Lage Kanaaldijk,59,,6212 AH,Maastricht,kenmerkend,woonhuis,GM-3759
Lage Kanaaldijk,62,,6212 AH,Maastricht,dominant,woonhuis,GM-3760
Lage Kanaaldijk,63,,6212 AJ,Maastricht,waardevol cultuurhistorisch element,toegangspoort,GM-3761
Lage Kanaaldijk,66,,6212 AJ,Maastricht,kenmerkend,woonhuis,GM-3766
Lage Kanaaldijk,67,,6212 AJ,Maastricht,kenmerkend,woonhuis,GM-3767
Lage Kanaaldijk,72,,6212 AJ,Maastricht,kenmerkend,woonhuis,GM-3768
Lage Kanaaldijk,76,,6212 AJ,Maastricht,dominant,Voormalige schippersschool,GM-3769
Lage Kanaaldijk,79,,6212 AJ,Maastricht,kenmerkend,Voormalig viaduct,GM-3773
Lage Kanaaldijk,83,,6212 AK,Maastricht,dominant,brug- en sluiswachterwoning,GM-3774
Lage Kanaaldijk,93,,6212 AK,Maastricht,kenmerkend,woonhuis,GM-3775
Lage Kanaaldijk,94,,6212 AK,Maastricht,dominant,woonhuis,GM-3776
Lage Kanaaldijk,95,,6212 AK,Maastricht,dominant,woonhuis,GM-3777
Lage Kanaaldijk,96,,6212 AL,Maastricht,dominant,woonhuis,GM-3778
Lage Kanaaldijk,103,,6212 AL,Maastricht,dominant,woonhuis,GM-3779
Lage Kanaaldijk,104,,6212 AL,Maastricht,dominant,woonhuis,GM-3780
Lage Kanaaldijk,123,,6212 NA,Maastricht,dominant,Mergelgroeve (Groevestelsel Zuid),GM-3743
Lage Kanaaldijk,128,,6212 NA,Maastricht,kenmerkend,woonhuis,GM-3781
Lammergierstraat,25,,6215 AH,Maastricht,dominant,woonhuis,GM-2559
Lang Grachtje,2,,6211 JG,Maastricht,dominant,,GM-1648
Lang Grachtje,8,,6211 JG,Maastricht,kenmerkend,,GM-1649
Lantaarnstraat,8,,6211 KX,Maastricht,dominant,,GM-1653
Lantaarnstraat,10,,6211 KX,Maastricht,dominant,,GM-1650
Latourlaan,23,,6213 GG,Maastricht,dominant,,GM-615
Leliestraat,,,,Maastricht,dominant,,GM-1656
Leliestraat,11,,6211 EA,Maastricht,dominant,,GM-1654
Leliestraat,24,,6211 EA,Maastricht,dominant,,GM-1655
Lenculenstraat,6,A,6211 KR,Maastricht,dominant,,GM-1660
Lenculenstraat,9,,6211 KP,Maastricht,dominant,achterhuis,GM-1661
Lenculenstraat,11,,6211 KP,Maastricht,dominant,,GM-1657
Lenculenstraat,21,,6211 KP,Maastricht,waardevol cultuurhistorisch element,mariabeeld ,GM-1658
Lenculenstraat,25,,6211 KP,Maastricht,dominant,,GM-1659
Lichtenbergweg,,,,Maastricht,dominant,St Rochuskapel,GM-3737
Longinastraat,80,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-106
Longinastraat,82,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-107
Longinastraat,86,,6225 AL,Maastricht,dominant,boerderij,GM-108
Longinastraat,90,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-109
Longinastraat,91,,6225 AN,Maastricht,kenmerkend,woonhuis,GM-134
Longinastraat,92,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-110
Longinastraat,94,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-111
Longinastraat,95,,6225 AN,Maastricht,kenmerkend,woonhuis,GM-135
Longinastraat,96,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-112
Longinastraat,97,,6225 AN,Maastricht,kenmerkend,woonhuis,GM-136
Longinastraat,98,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-113
Longinastraat,100,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-114
Longinastraat,101,,6225 AN,Maastricht,kenmerkend,woonhuis,GM-137
Longinastraat,102,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-115
Longinastraat,103,,6225 AN,Maastricht,kenmerkend,woonhuis,GM-176
Longinastraat,104,,6225 AL,Maastricht,kenmerkend,woonhuis,GM-116
Longinastraat,119,,6225 AN,Maastricht,dominant,woonhuis,GM-140
Longinastraat,133,,6225 AN,Maastricht,dominant,woonhuis,GM-150
Looiersgracht,8,,6211 JK,Maastricht,kenmerkend,,GM-1663
Looiersgracht,10,,6211 JK,Maastricht,kenmerkend,,GM-1662
Looiersgracht,15,,6211 JK,Maastricht,dominant,,GM-1664
Looiersgracht,17,A,6211 JK,Maastricht,dominant,,GM-1665
Looiersgracht,19,,6211 JK,,dominant,,GM-1666
Looiersgracht,21,,6211 JK,Maastricht,dominant,,GM-1668
Louis Loyensstraat,1,,6221 AK,Maastricht,dominant,,GM-1669
Louis Loyensstraat,3,,6221 AK,Maastricht,dominant,,GM-1672
Louis Loyensstraat,14,,6221 AK,Maastricht,kenmerkend,,GM-1670
Louis Loyensstraat,16,A,6221 AK,Maastricht,kenmerkend,,GM-1671
Luikerweg,1,,6212 ET,Maastricht,kenmerkend,,GM-616
Lyonnetstraat,4,A,6221 AP,Maastricht,dominant,,GM-1676
Lyonnetstraat,6,,6221 AP,Maastricht,dominant,,GM-1677
Lyonnetstraat,8,,6221 AP,Maastricht,dominant,,GM-1678
Lyonnetstraat,10,,6221 AP,Maastricht,dominant,,GM-1673
Lyonnetstraat,13,A,6221 AP,Maastricht,dominant,,GM-1674
Lyonnetstraat,14,,6221 AP,Maastricht,kenmerkend,,GM-1675
Maagdendries,6,,6211 RW,Maastricht,kenmerkend,woonhuis,GM-232
Maagdendries,8,,6211 RW,Maastricht,kenmerkend,woonhuis,GM-233
Maagdendries,10,,6211 RW,Maastricht,kenmerkend,woonhuis,GM-234
Maasmolendijk,,,,,waardevol cultuurhistorisch element,sluishuisje,GM-3613
Maasmolendijk,20,,,Maastricht,kenmerkend,Huisnr bestaat niet in BAG- affuitloods,GM-1679
Maasmolendijk,22,,,,kenmerkend,Huisnr bestaat niet in BAG-bruggenwachterswoning,GM-1680
Maasmolendijk,24,,6211 AH,Maastricht,kenmerkend,sluiswachterswoning,GM-1681
Maastrichter Brugstraat,2,,6211 ET,Maastricht,dominant,,GM-1686
Maastrichter Brugstraat,5,,6211 ES,Maastricht,dominant,,GM-1696
Maastrichter Brugstraat,9,,6211 ES,Maastricht,dominant,,GM-1697
Maastrichter Brugstraat,13,,6211 ES,Maastricht,dominant,,GM-1682
Maastrichter Brugstraat,14,,6211 ET,,kenmerkend,,GM-1683
Maastrichter Brugstraat,15,,6211 ES,Maastricht,dominant,,GM-1684
Maastrichter Brugstraat,17,,6211 ES,Maastricht,dominant,,GM-1685
Maastrichter Brugstraat,19,,6211 ES,Maastricht,dominant,,GM-1687
Maastrichter Brugstraat,23,,6211 ES,Maastricht,dominant,,GM-1688
Maastrichter Brugstraat,25,,6211 ES,Maastricht,dominant,,GM-1689
Maastrichter Brugstraat,27,,6211 ES,Maastricht,dominant,,GM-1690
Maastrichter Brugstraat,29,,6211 ES,Maastricht,dominant,,GM-1691
Maastrichter Brugstraat,31,,6211 ES,Maastricht,dominant,,GM-1692
Maastrichter Brugstraat,32,,6211 ET,Maastricht,dominant,,GM-1693
Maastrichter Brugstraat,33,,6211 ES,Maastricht,dominant,,GM-1694
Maastrichter Brugstraat,35,,6211 ES,Maastricht,dominant,,GM-1695
Maastrichter Heidenstraat,2,A,6211 HV,Maastricht,kenmerkend,,GM-1698
Maastrichter Heidenstraat,3,A,6211 HV,Maastricht,dominant,,GM-1699
Maastrichter Heidenstraat,4,,6211 HV,Maastricht,kenmerkend,,GM-1700
Maastrichter Heidenstraat,7,A,6211 HV,Maastricht,dominant,,GM-1701
Maastrichter Pastoorstraat,10,,6211 BV,Maastricht,dominant,,GM-1702
Maastrichter Pastoorstraat,10,,6211 BV,Maastricht,dominant,kerkhofmuur met kapel,GM-1703
Maastrichter Pastoorstraat,10,,6211 BV,Maastricht,waardevol cultuurhistorisch element,gedenksteen capucijnenklooster,GM-1704
Maastrichter Pastoorstraat,12,,6211 BV,Maastricht,kenmerkend,,GM-1705
Maastrichter Smedenstraat,17,,6211 GK,Maastricht,kenmerkend,,GM-1706
Madoerastraat,1,,6214 XL,Maastricht,dominant,woonhuis,GM-2560
Madoerastraat,3,,6214 XL,Maastricht,dominant,woonhuis,GM-2561
Madoerastraat,5,,6214 XL,Maastricht,dominant,woonhuis,GM-2562
Madoerastraat,7,,6214 XL,Maastricht,waardevol cultuurhistorisch element,beeld,GM-2564
Madoerastraat,7,,6214 XL,Maastricht,dominant,woonhuis,GM-2563
Madoerastraat,9,,6214 XL,Maastricht,dominant,woonhuis,GM-2565
Madoerastraat,11,,6214 XL,Maastricht,dominant,woonhuis,GM-2566
Malpertuisplein,60,,6217 CD,Maastricht,dominant,kerk,GM-2567
MARATHONWEG,1,,6225 XV,Maastricht,waardevol groenelement,bomen,GM-267
Mariabastion,6,,6217 NC,Maastricht,dominant,woonhuis,GM-3101
Mariabastion,8,,6217 NC,Maastricht,dominant,woonhuis,GM-3102
Mariabastion,10,,6217 NC,Maastricht,dominant,woonhuis,GM-3103
Mariabastion,11,,6217 NB,Maastricht,dominant,woonhuis,GM-3107
Mariabastion,12,,6217 NC,Maastricht,dominant,woonhuis,GM-3104
Mariabastion,13,,6217 NB,Maastricht,dominant,woonhuis,GM-3108
Mariabastion,14,,6217 NC,Maastricht,dominant,woonhuis,GM-3105
Mariabastion,15,,6217 NB,Maastricht,dominant,woonhuis,GM-3109
Mariabastion,16,,6217 NC,Maastricht,dominant,woonhuis,GM-3106
Mariabastion,17,,6217 NB,Maastricht,dominant,woonhuis,GM-3110
Mariabastion,18,,6217 NC,Maastricht,dominant,woonhuis,GM-3115
Mariabastion,19,,6217 NB,Maastricht,dominant,woonhuis,GM-3111
Mariabastion,20,,6217 NC,Maastricht,dominant,woonhuis,GM-3116
Mariabastion,21,,6217 NB,Maastricht,dominant,woonhuis,GM-3112
Mariabastion,22,,6217 NC,Maastricht,dominant,woonhuis,GM-3117
Mariabastion,23,,6217 NB,Maastricht,dominant,woonhuis,GM-3113
Mariabastion,24,,6217 NC,Maastricht,dominant,woonhuis,GM-3118
Mariabastion,25,,6217 NB,Maastricht,dominant,woonhuis,GM-3114
Mariabastion,26,,6217 NC,Maastricht,dominant,woonhuis,GM-3119
Mariabastion,27,,6217 NB,Maastricht,dominant,woonhuis,GM-3121
Mariabastion,28,,6217 NC,Maastricht,dominant,woonhuis,GM-3120
Mariabastion,29,,6217 NB,Maastricht,dominant,woonhuis,GM-3122
Mariabastion,30,,6217 NC,Maastricht,dominant,woonhuis,GM-3125
Mariabastion,31,,6217 NB,Maastricht,dominant,woonhuis,GM-3123
Mariabastion,32,,6217 NC,Maastricht,dominant,woonhuis,GM-3126
Mariabastion,33,,6217 NB,Maastricht,dominant,woonhuis,GM-3124
Mariabastion,34,,6217 NC,Maastricht,dominant,woonhuis,GM-3127
Mariabastion,35,,6217 NB,Maastricht,dominant,woonhuis,GM-3130
Mariabastion,36,,6217 NC,Maastricht,dominant,woonhuis,GM-3128
Mariabastion,37,,6217 NB,Maastricht,dominant,woonhuis,GM-3131
Mariabastion,38,,6217 NC,Maastricht,dominant,woonhuis,GM-3129
Mariabastion,39,,6217 NB,Maastricht,dominant,woonhuis,GM-3132
Mariabastion,40,,6217 NC,Maastricht,dominant,woonhuis,GM-3138
Mariabastion,41,,6217 NB,Maastricht,dominant,woonhuis,GM-3133
Mariabastion,42,,6217 NC,Maastricht,dominant,woonhuis,GM-3139
Mariabastion,43,,6217 NB,Maastricht,dominant,woonhuis,GM-3134
Mariabastion,44,,6217 NC,Maastricht,dominant,woonhuis,GM-3140
Mariabastion,45,,6217 NB,Maastricht,dominant,woonhuis,GM-3135
Mariabastion,46,,6217 NC,Maastricht,dominant,woonhuis,GM-3141
Mariabastion,47,,6217 NB,Maastricht,dominant,woonhuis,GM-3136
Mariabastion,49,,6217 NB,Maastricht,dominant,woonhuis,GM-3137
Mariabastion,50,,6217 NC,Maastricht,dominant,wijkcentrum,GM-2569
Mariastraat,1,,6211 EP,Maastricht,kenmerkend,,GM-1707
Mariastraat,2,,6211 EP,Maastricht,dominant,,GM-1709
Mariastraat,2,,6211 EP,Maastricht,dominant,,GM-1710
Mariastraat,3,A,6211 EP,Maastricht,dominant,,GM-1711
Mariastraat,6,A,6211 EP,Maastricht,dominant,,GM-1712
Mariastraat,7,,6211 EP,Maastricht,kenmerkend,,GM-1713
Mariastraat,13,,6211 EP,Maastricht,dominant,,GM-1708
Mariastraat ong. ,,,,Maastricht,waardevol cultuurhistorisch element,mariabeeld ,GM-1714
Mariënwaard,,,,Maastricht,waardevol cultuurhistorisch element,hekwerk en pijlers,GM-3622
Mariënwaard,,,,Maastricht,waardevol cultuurhistorisch element,kerkhofrestant,GM-3620
Mariënwaard,,,,Maastricht,waardevol groenelement,tuin,GM-3629
Mariënwaard,42,,6222 AN,Maastricht,waardevol cultuurhistorisch element,gevelsteen,GM-3619
Markt,,,,Maastricht,waardevol cultuurhistorisch element,4 gaslantaarns rondom beeld Minckelers,GM-1715
Markt,,,,Maastricht,waardevol cultuurhistorisch element,mooswief,GM-1731
Markt,4,,6211 CH,Maastricht,kenmerkend,,GM-1724
Markt,5,,6211 CH,Maastricht,kenmerkend,,GM-1727
Markt,10,,6211 CH,Maastricht,dominant,,GM-1716
Markt,25,,6211 CJ,Maastricht,dominant,,GM-1717
Markt,27,,6211 CJ,Maastricht,dominant,,GM-1718
Markt,36,,6211 CK,Maastricht,dominant,achterhuis,GM-1719
Markt,37,,6211 CK,Maastricht,dominant,stadsmuur,GM-1721
Markt,37,,6211 CK,Maastricht,dominant,,GM-1720
Markt,38,,6211 CK,Maastricht,dominant,stadsmuur,GM-1722
Markt,39,,6211 CK,Maastricht,dominant,stadsmuur,GM-1723
Markt,40,,6211 CK,Maastricht,dominant,stadsmuur,GM-1725
Markt,41,,6211 CK,Maastricht,dominant,stadsmuur,GM-1726
Markt,56,,6211 CL,Maastricht,kenmerkend,,GM-1728
Markt,62,,6211 CL,Maastricht,dominant,,GM-1729
Matthias Wijnandsstraat,7,,6221 AN,Maastricht,dominant,,GM-1738
Matthias Wijnandsstraat,9,,6221 AN,,dominant,,GM-1739
Matthias Wijnandsstraat,11,,6221 AN,Maastricht,dominant,,GM-1732
Matthias Wijnandsstraat,13,,6221 AN,Maastricht,dominant,,GM-1733
Matthias Wijnandsstraat,15,,6221 AN,Maastricht,dominant,,GM-1734
Matthias Wijnandsstraat,17,,6221 AN,Maastricht,dominant,,GM-1735
Matthias Wijnandsstraat,19,,6221 AN,Maastricht,dominant,,GM-1736
Matthias Wijnandsstraat,21,,6221 AN,Maastricht,dominant,,GM-1737
Meerssenerweg,,,,Maastricht,kenmerkend,poort villa Wyckerveld,GM-888
Meerssenerweg ,,,,Maastricht,waardevol cultuurhistorisch element,boogbruggetje,GM-3623
Meerssenerweg ,,,,Maastricht,waardevol groenelement,beukenlaan,GM-3632
Meerssenerweg,13,,6222 AE,Maastricht,kenmerkend,,GM-895
Meerssenerweg,15,,6222 AE,Maastricht,kenmerkend,,GM-885
Meerssenerweg,17,,6222 AG,Maastricht,kenmerkend,,GM-886
Meerssenerweg,19,,6222 AG,Maastricht,kenmerkend,,GM-887
Meerssenerweg,35,,6222 AG,Maastricht,kenmerkend,,GM-889
Meerssenerweg,53,,6222 AG,Maastricht,kenmerkend,,GM-890
Meerssenerweg,83,,6222 AJ,Maastricht,kenmerkend,trafohuisje,GM-891
Meerssenerweg,116,,6222 AK,Maastricht,dominant,villa merkensveld,GM-892
Meerssenerweg,142,,6222 AK,Maastricht,dominant,,GM-893
Meerssenerweg,144,,6222 AK,Maastricht,dominant,,GM-894
Meerssenerweg,215,,6224 AE,Maastricht,dominant,Zwarte fabrieksschoorsteen MoSa,GM-904
Meerssenerweg,293,,6224 AJ,Maastricht,kenmerkend,,GM-896
Meerssenerweg,295,,6224 AJ,Maastricht,kenmerkend,,GM-897
Meerssenerweg,307,,6224 AJ,Maastricht,dominant,,GM-898
