Straat,Huisnr,huisletter,postcode,Plaats,Status,Omschrijving,UniekNummer
Batterijstraat,15,A,6211 SE,Maastricht,dominant,,GM-3013
Batterijstraat,16,,6211 SH,Maastricht,kenmerkend,,GM-3006
Batterijstraat,17,,6211 SE,Maastricht,dominant,,GM-3014
Batterijstraat,18,,6211 SH,Maastricht,kenmerkend,,GM-3007
Batterijstraat,20,,6211 SH,Maastricht,kenmerkend,,GM-3008
Batterijstraat,21,A,6211 SE,Maastricht,dominant,,GM-1099
Batterijstraat,22,,6211 SH,Maastricht,kenmerkend,,GM-3009
Batterijstraat,23,A,6211 SE,Maastricht,dominant,,GM-1100
Batterijstraat,23,B,6211 SE,Maastricht,dominant,,GM-1101
Batterijstraat,24,,6211 SH,Maastricht,kenmerkend,,GM-3010
Batterijstraat,26,A,6211 SH,Maastricht,kenmerkend,,GM-3011
Batterijstraat,33,,6211 SG,Maastricht,dominant,,GM-1102
Batterijstraat,36,A,6211 SJ,Maastricht,dominant,,GM-1103
Batterijstraat,48,,6211 SJ,Maastricht,dominant,,GM-1105
Batterijstraat,52,,6211 SJ,Maastricht,dominant,,GM-1106
Batterijstraat,56,,6211 SJ,Maastricht,dominant,achterbouw,GM-1107
Batterijstraat,60,,6211 SJ,Maastricht,dominant,,GM-1109
Batterijstraat,62,B,6211 SJ,Maastricht,dominant,,GM-1110
Batterijstraat,65,,6211 SG,Maastricht,dominant,                                                                                                         ,GM-1111
Batterijstraat,66,A,6211 SJ,Maastricht,dominant,,GM-1112
Becanusstraat,9,,6216 BX,Maastricht,dominant,groene kruis,GM-2384
Becanusstraat,21,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2385
Becanusstraat,23,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2386
Becanusstraat,25,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2387
Becanusstraat,27,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2388
Becanusstraat,29,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2389
Becanusstraat,31,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2390
Becanusstraat,33,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2391
Becanusstraat,35,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2392
Becanusstraat,37,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2393
Becanusstraat,39,,6216 BX,Maastricht,kenmerkend,woonhuis,GM-2394
Becanusstraat,41,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2395
Becanusstraat,43,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2396
Becanusstraat,45,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2397
Becanusstraat,47,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2398
Becanusstraat,49,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2399
Becanusstraat,51,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2402
Becanusstraat,53,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2403
Becanusstraat,55,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2404
Becanusstraat,57,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2405
Becanusstraat,59,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2406
Becanusstraat,61,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2407
Becanusstraat,63,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2408
Becanusstraat,65,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2409
Becanusstraat,67,,6216 BZ,Maastricht,kenmerkend,woonhuis,GM-2410
Begijnenstraat,11,,6211 JR,Maastricht,waardevol cultuurhistorisch element,,GM-1114
Begijnenstraat,25,,6211 JR,Maastricht,dominant,,GM-1115
Begijnenstraat,27,B,6211 JR,Maastricht,dominant,,GM-1116
Begoniastraat,2,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3537
Begoniastraat,4,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3538
Begoniastraat,6,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3539
Begoniastraat,8,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3540
Begoniastraat,10,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3541
Begoniastraat,12,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3542
Begoniastraat,14,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3543
Begoniastraat,16,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3544
Begoniastraat,18,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3545
Begoniastraat,20,,6214 TJ,Maastricht,kenmerkend,woonhuis,GM-3546
Bemelerweg,8,,6226 HA,Maastricht,dominant,boerderij XVIII,GM-318
Bemelerweg,20,,6226 HA,Maastricht,dominant,Boerderijcomplex,GM-308
Bemelerweg,56,,6226 HB,Maastricht,dominant,Woonhuis,GM-307
Berceusestraat,42,B,6217 EK,Maastricht,dominant,winkelcentrum,GM-2414
Bergerstraat,2,,6226 NA,Maastricht,waardevol groenelement,Groenstructuur Withuishof,GM-280
Bergerstraat,2,,6226 NA,Maastricht,waardevol cultuurhistorisch element,ommuring Withuishof,GM-279
Bergerstraat,26,,6226 BD,Maastricht,dominant,landhuis,GM-309
Bergerstraat,58,,6226 BD,Maastricht,dominant,twee identieke landhuizen ,GM-310
Bergerstraat,60,,6226 BD,Maastricht,dominant,twee identieke landhuizen ,GM-311
Bergerstraat,113,,6226 BB,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-312
Bergerstraat,115,,6226 BC,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-313
Bergerstraat,117,,6226 BC,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-314
Bergerstraat,119,,6226 BC,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-315
Bergerstraat,121,,6226 BC,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-316
Bergerstraat,123,,6226 BC,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-317
Bergerstraat,140,,6226 BE,Maastricht,dominant,,GM-319
Bergerstraat,142,,6226 BE,Maastricht,dominant,,GM-320
Bergerstraat,144,,6226 BE,Maastricht,dominant,,GM-321
Bergerstraat,146,,6226 BE,Maastricht,dominant,,GM-322
Bergerstraat,148,,6226 BE,Maastricht,dominant,,GM-323
Bergerstraat,150,,6226 BE,Maastricht,dominant,,GM-324
Bergerstraat,152,,6226 BG,Maastricht,dominant,,GM-325
Bergerstraat,153,,6226 BC,Maastricht,dominant,,GM-326
Bergerstraat,154,,6226 BG,Maastricht,dominant,,GM-327
Bergerstraat,155,,6226 BC,Maastricht,dominant,,GM-328
Bergerstraat,156,,6226 BG,Maastricht,dominant,,GM-329
Bergerstraat,157,,6226 BC,Maastricht,dominant,,GM-330
Bergerstraat,158,,6226 BG,Maastricht,dominant,,GM-331
Bergerstraat,159,,6226 BC,Maastricht,dominant,,GM-332
Bergerstraat,160,,6226 BG,Maastricht,dominant,,GM-333
Bergerstraat,162,,6226 BG,Maastricht,dominant,,GM-334
Bergweg,33,,6212 CW,Maastricht,kenmerkend,,GM-488
Bergweg,35,,6212 CW,Maastricht,kenmerkend,,GM-489
Bergweg,37,,6212 CW,Maastricht,kenmerkend,,GM-490
Bergweg,50,,6212 CX,Maastricht,dominant,,GM-491
Bergweg,59,,6212 CW,Maastricht,dominant,,GM-492
Bernhardlaan,1,,6226 BH,Maastricht,kenmerkend,Villa met gepleisterde gevels,GM-338
Bernhardlaan,11,,6226 BH,Maastricht,dominant,vila Schamrock,GM-336
Bernhardlaan,13,,6226 BH,Maastricht,dominant,vila Schamrock,GM-337
Bernhardlaan,23,,6226 BH,Maastricht,dominant,complex van 7 identieke herenhuizen,GM-335
Bethlehemweg,2,,6222 BM,Maastricht,waardevol groenelement,Park kasteel Bethlehem,GM-791
BEUKENLAAN,,,,Maastricht,waardevol groenelement,beukenlaan,GM-265
Biesenwal,3,,6211 AD,Maastricht,dominant,,GM-1117
Biesenweg,16,,6211 AA,Maastricht,waardevol cultuurhistorisch element,restant bastion Biesenwal,GM-1120
Biesenweg,16,,6211 AA,Maastricht,waardevol cultuurhistorisch element,restant bolwerk Schoonse Vaerdern,GM-1121
Biesenweg,16,,6211 AA,Maastricht,waardevol cultuurhistorisch element,kollergang in RM ,GM-1119
Biesenweg,16,,6211 AA,Maastricht,kenmerkend,Papiermolengebouw  PM-6,GM-1118
Billitonstraat,7,,6214 XP,Maastricht,dominant,woonhuis,GM-2417
Bilserbaan,,,,Maastricht,kenmerkend,bunker,GM-2418
Blekerij ,48,,6212 XW,Maastricht,dominant,,GM-493
Blekerij ,58,A,6212 XW,Maastricht,dominant,,GM-494
Blekerij ,60,,6212 XW,Maastricht,dominant,,GM-495
Bloemenweg ,44,,6221 TV,Maastricht,kenmerkend,complex H. Koene,GM-794
Bloemenweg ,46,,6221 TV,Maastricht,kenmerkend,complex H. Koene,GM-795
Bloemenweg,50,,6221 TV,Maastricht,dominant,,GM-793
BOBINEDONK,,,,Maastricht,waardevol groenelement,bomenrij,GM-185
Bogaardenstraat,1,,6211 SM,Maastricht,waardevol cultuurhistorisch element,beeld St Petrus,GM-3610
Bogaardenstraat,1,,6211 SM,Maastricht,waardevol cultuurhistorisch element,beeldenkast 12 apostelenhuis in voorgevel,GM-1122
Bogaardenstraat,1,,6211 SM,Maastricht,waardevol groenelement,tuin apostelen,GM-1124
Bogaardenstraat,1,,6211 SM,Maastricht,waardevol cultuurhistorisch element,beeld St Lambertus,GM-3611
Bogaardenstraat,1,,6211 SM,Maastricht,kenmerkend,,GM-1125
Bogaardenstraat,1,,6211 SM,Maastricht,waardevol cultuurhistorisch element,lourdesgrot in tuin apostelen,GM-1123
Bogaardenstraat,10,,6211 SP,Maastricht,dominant,,GM-1126
Bogaardenstraat,39,,6211 SN,Maastricht,kenmerkend,,GM-1127
Bogaardenstraat,40,B,6211 SP,Maastricht,dominant,Lumière,GM-1128
Bogaardenstraat,41,,6211 SN,Maastricht,kenmerkend,,GM-1129
Bogaardenstraat,48,,6211 SP,Maastricht,kenmerkend,,GM-1130
Bonnefantenstraat,15,,6211 KL,Maastricht,dominant,,GM-1131
Borgharenweg,,,,Maastricht,dominant,schoorsteen,GM-3649
Boscherveld,,,,Maastricht,waardevol cultuurhistorisch element,spoorlijn,GM-452
Boschstraat,,,,Maastricht,waardevol cultuurhistorisch element,standbeeld petrus regout,GM-1150
Boschstraat,,,,Maastricht,waardevol cultuurhistorisch element,sint anthoniusfontein,GM-1149
Boschstraat,5,,6211 AS,Maastricht,kenmerkend,industrie (oude remise),GM-249
Boschstraat,7,,6211 AS,Maastricht,kenmerkend,industrie (ketelhuizen),GM-251
Boschstraat,7,,6211 AS,Maastricht,dominant,"industrie (kistenmakerij, zagerij)",GM-250
Boschstraat,24,,6211 AX,Maastricht,dominant,industrie (kantoor),GM-243
Boschstraat,24,,6211 AX,Maastricht,kenmerkend,industrie (showroom),GM-244
Boschstraat,30,,6211 AX,Maastricht,kenmerkend,horeca,GM-238
Boschstraat,37,A,6211 AT,Maastricht,kenmerkend,,GM-1134
Boschstraat,39,,6211 AT,Maastricht,kenmerkend,,GM-1135
Boschstraat,41,,6211 AT,Maastricht,dominant,,GM-1136
Boschstraat,42,A,6211 AX,Maastricht,dominant,,GM-1151
Boschstraat,42,A,6211 AX,Maastricht,kenmerkend,woonhuis,GM-229
Boschstraat,42,A,6211 AX,Maastricht,kenmerkend,woonhuis,GM-230
Boschstraat,46,,6211 AX,Maastricht,waardevol cultuurhistorisch element,klok aan zijde Achter de Barakken,GM-3612
Boschstraat,46,,6211 AX,Maastricht,waardevol cultuurhistorisch element,kruisbeeld in zijgevel aan Achter de Barakken,GM-1137
Boschstraat,56,,6211 AX,Maastricht,dominant,,GM-1139
Boschstraat,58,,6211 AX,Maastricht,dominant,,GM-1140
Boschstraat,66,,6211 AX,Maastricht,dominant,,GM-1141
Boschstraat,71,,,Maastricht,dominant,Huisnr bestaat niet in BAG - kapel aan achterzijde,GM-1142
Boschstraat,75,A,6211 AV,Maastricht,dominant,,GM-1143
Boschstraat,77,,6211 AV,Maastricht,dominant,,GM-1144
Boschstraat,81,,6211 AV,Maastricht,dominant,,GM-1145
Boschstraat,92,,6211 AZ,Maastricht,dominant,,GM-1146
Boschstraat,93,,6211 AW,Maastricht,dominant,achterhuizen,GM-1147
Boschstraat,95,,6211 AW,Maastricht,dominant,achterhuizen,GM-1148
Boschstraat,103,A,6211 AW,Maastricht,kenmerkend,achterhuis,GM-1132
Boschstraat,105,,6211 AW,Maastricht,kenmerkend,achterhuis,GM-1133
Bouillonstraat,6,,6211 LH,Maastricht,waardevol groenelement,kloostertuin zusters petrus claver,GM-1157
Bouillonstraat,13,,,Maastricht,kenmerkend,Huisnr bestaat niet in BAG,GM-1152
Bouillonstraat,14,,6211 LH,Maastricht,dominant,trafo,GM-1153
Bouillonstraat,14,,6211 LH,Maastricht,dominant,voorhuis,GM-1154
Bouillonstraat,14,,6211 LH,Maastricht,waardevol cultuurhistorisch element,stadsklok op gevel trafo,GM-1155
Bouillonstraat,18,,6211 LH,Maastricht,dominant,,GM-1156
Bourgognestraat,1,,6221 BV,Maastricht,dominant,,GM-1158
Bourgognestraat,2,,6221 BX,Maastricht,dominant,,GM-1167
Bourgognestraat,3,,6221 BV,Maastricht,dominant,,GM-1175
Bourgognestraat,4,,6221 BX,Maastricht,dominant,,GM-1177
Bourgognestraat,5,,6221 BV,Maastricht,dominant,,GM-1178
Bourgognestraat,6,,6221 BX,Maastricht,dominant,,GM-1181
Bourgognestraat,7,,6221 BV,Maastricht,dominant,,GM-3582
Bourgognestraat,8,,6221 BX,Maastricht,dominant,,GM-1184
Bourgognestraat,9,,6221 BV,Maastricht,dominant,,GM-1185
Bourgognestraat,10,,6221 BX,Maastricht,kenmerkend,,GM-1159
Bourgognestraat,12,,6221 BX,Maastricht,dominant,,GM-1160
Bourgognestraat,15,,6221 BV,Maastricht,dominant,,GM-1161
Bourgognestraat,16,,6221 BX,Maastricht,kenmerkend,,GM-1162
Bourgognestraat,17,,6221 BV,Maastricht,dominant,,GM-1163
Bourgognestraat,17,B,6221 BV,Maastricht,kenmerkend,,GM-1164
Bourgognestraat,18,,6221 BX,Maastricht,dominant,,GM-1165
Bourgognestraat,19,,6221 BV,Maastricht,dominant,,GM-1166
Bourgognestraat,20,A,6221 BX,Maastricht,dominant,,GM-1168
Bourgognestraat,21,,6221 BV,Maastricht,dominant,,GM-1169
Bourgognestraat,22,,6221 BX,Maastricht,dominant,,GM-1170
Bourgognestraat,23,,6221 BV,Maastricht,dominant,,GM-1171
Bourgognestraat,25,,6221 BW,Maastricht,kenmerkend,,GM-1172
Bourgognestraat,25,A,6221 BW,Maastricht,dominant,,GM-1173
Bourgognestraat,27,,6221 BW,Maastricht,dominant,,GM-1174
Bourgognestraat,31,A,6221 BW,Maastricht,kenmerkend,,GM-1176
Bourgognestraat,56,,6221 BZ,Maastricht,dominant,,GM-1179
Bourgognestraat,58,,6221 BZ,Maastricht,dominant,,GM-1180
Bourgognestraat,60,,6221 BZ,Maastricht,dominant,,GM-1182
Bourgognestraat,72,,6221 BZ,Maastricht,dominant,,GM-1183
Bovenstraat,29,,6223 AC,Maastricht,dominant,Woonhuis,GM-3680
Bovenstraat,33,,6223 AC,Maastricht,kenmerkend,hoevecomplex,GM-3681
Bovenstraat,33,,6223 AC,Maastricht,waardevol cultuurhistorisch element,gevelkruis,GM-3701
Brandenburgerplein,1,,,Maastricht,dominant,Huisnr bestaat niet in BAG - woonhuis,GM-2419
Brandenburgerplein,13,A,6214 AH,Maastricht,kenmerkend,woonhuis,GM-2424
Brandenburgerweg,18,,6214 AK,Maastricht,kenmerkend,woonhuis,GM-2425
Brandenburgerweg,20,,6214 AK,Maastricht,kenmerkend,woonhuis,GM-2426
Brandenburgerweg,22,,6214 AK,Maastricht,dominant,woonhuis,GM-2427
Brandenburgerweg,24,,6214 AK,Maastricht,kenmerkend,woonhuis,GM-2428
Bredestraat,1,,6211 HA,Maastricht,dominant,,GM-1186
Bredestraat,2,,6211 HC,Maastricht,dominant,,GM-1188
Bredestraat,4,,6211 HC,Maastricht,dominant,,GM-1190
Bredestraat,6,,6211 HC,Maastricht,dominant,,GM-1193
Bredestraat,19,,6211 HA,Maastricht,dominant,achterbouw,GM-1187
Bredestraat,32,C,6211 HC,Maastricht,waardevol cultuurhistorisch element,mariabeeld,GM-1189
Bredestraat,45,,6211 HB,Maastricht,dominant,,GM-1191
Bredestraat,47,,6211 HB,Maastricht,dominant,,GM-1192
Breulingstraat,4,,6211 SC,Maastricht,kenmerkend,,GM-1199
Breulingstraat,6,A,6211 SC,Maastricht,dominant,,GM-1200
Breulingstraat,9,,6211 SB,Maastricht,dominant,,GM-1201
Breulingstraat,17,A,6211 SB,Maastricht,kenmerkend,,GM-1194
Breulingstraat,18,,6211 SC,Maastricht,dominant,,GM-1195
Breulingstraat,20,,6211 SC,Maastricht,dominant,,GM-1196
Breulingstraat,21,A,6211 SB,Maastricht,dominant,,GM-1197
Breulingstraat,28,A,6211 SC,Maastricht,dominant,,GM-1198
Brigidastraat,63,A,6223 HD,Maastricht,dominant,woonhuis,GM-3652
Brigidastraat,66,,6223 HD,Maastricht,waardevol cultuurhistorisch element,"kerkhof, objecten",GM-3669
Brigidastraat,67,,6223 HD,Maastricht,dominant,hoevecomplex,GM-3654
Brigidatraat,65,,6223 HD,Maastricht,kenmerkend,"woonhuis, café",GM-3655
Bronweg,18,,6227 SJ,Maastricht,kenmerkend,woonhuis,GM-3565
Brouwersweg,30,,6214 PD,Maastricht,kenmerkend,brouwerij,GM-2429
Brouwersweg,57,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3291
Brouwersweg,59,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3292
Brouwersweg,61,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3293
Brouwersweg,63,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3294
Brouwersweg,65,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3295
Brouwersweg,67,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3296
Brouwersweg,69,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3297
Brouwersweg,71,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3298
Brouwersweg,73,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3299
Brouwersweg,75,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3300
Brouwersweg,77,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3500
Brouwersweg,79,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3501
Brouwersweg,81,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3502
Brouwersweg,83,,6214 PH,Maastricht,kenmerkend,woonhuis,GM-3503
Brusselsestraat,2,,6211 PE,Maastricht,kenmerkend,,GM-1218
Brusselsestraat,3,A,6211 PA,Maastricht,kenmerkend,,GM-1230
Brusselsestraat,5,,6211 PA,Maastricht,dominant,,GM-1235
Brusselsestraat,9,,6211 PA,Maastricht,dominant,,GM-1244
Brusselsestraat,10,C,6211 PE,Maastricht,dominant,,GM-1204
Brusselsestraat,10,C,6211 PE,Maastricht,dominant,school op achterterrein,GM-1205
Brusselsestraat,18,,6211 PE,Maastricht,dominant,,GM-1217
Brusselsestraat,25,,6211 PA,Maastricht,dominant,,GM-1219
Brusselsestraat,27,,6211 PB,Maastricht,dominant,,GM-1220
Brusselsestraat,28,,6211 PE,Maastricht,dominant,,GM-1221
Brusselsestraat,29,,6211 PB,Maastricht,dominant,,GM-1222
Brusselsestraat,34,,6211 PE,Maastricht,dominant,,GM-1223
Brusselsestraat,37,,6211 PB,Maastricht,dominant,achterhuis,GM-1224
Brusselsestraat,38,,6211 PG,Maastricht,dominant,klooster,GM-1225
Brusselsestraat,38,,6211 PG,Maastricht,dominant,muur,GM-1226
Brusselsestraat,38,,6211 PG,Maastricht,dominant,poort,GM-1227
Brusselsestraat,38,,6211 PG,Maastricht,waardevol cultuurhistorisch element,kloostervleugel cellenbroedersklooster,GM-1228
Brusselsestraat,38,,6211 PG,Maastricht,waardevol groenelement,kloostertuin broeders van de Beyart,GM-3609
Brusselsestraat,38,A,6211 PG,Maastricht,dominant,,GM-1229
Brusselsestraat,40,,6211 PG,Maastricht,dominant,,GM-1231
Brusselsestraat,46,,6211 PG,Maastricht,dominant,,GM-1232
Brusselsestraat,49,A,6211 PB,Maastricht,dominant,,GM-1233
Brusselsestraat,49,A,6211 PB,Maastricht,kenmerkend,achterhuis,GM-1234
Brusselsestraat,61,,6211 PC,Maastricht,dominant,,GM-1236
Brusselsestraat,66,,6211 PG,Maastricht,dominant,,GM-1237
Brusselsestraat,69,,6211 PC,Maastricht,dominant,,GM-1238
Brusselsestraat,70,,6211 PG,Maastricht,dominant,,GM-1239
Brusselsestraat,74,,6211 PG,Maastricht,dominant,,GM-1240
Brusselsestraat,84,,6211 PH,Maastricht,dominant,achterbouw,GM-1241
Brusselsestraat,87,A,6211 PC,Maastricht,dominant,,GM-1242
Brusselsestraat,89,,6211 PC,Maastricht,dominant,,GM-1243
Brusselsestraat,91,,6211 PC,Maastricht,kenmerkend,,GM-1245
Brusselsestraat,95,A,6211 PC,Maastricht,dominant,,GM-1246
Brusselsestraat,103,,6211 PD,Maastricht,kenmerkend,,GM-1202
Brusselsestraat,107,,6211 PD,Maastricht,dominant,,GM-1203
Brusselsestraat,115,,6211 PD,Maastricht,kenmerkend,,GM-1206
Brusselsestraat,118,,6211 PH,Maastricht,dominant,,GM-1207
Brusselsestraat,120,,6211 PH,Maastricht,dominant,,GM-1208
Brusselsestraat,123,A,6211 PD,Maastricht,kenmerkend,,GM-1209
Brusselsestraat,124,,6211 PH,Maastricht,kenmerkend,achterhuis,GM-1210
Brusselsestraat,129,,,Maastricht,cultuurhistorisch attentiegebied,,GM-1211
Brusselsestraat,134,,6211 PJ,Maastricht,dominant,,GM-1212
Brusselsestraat,142,,6211 PJ,Maastricht,dominant,,GM-1213
Brusselsestraat,144,,6211 PJ,Maastricht,kenmerkend,,GM-1215
Brusselsestraat,146,A,6211 PJ,Maastricht,dominant,,GM-1216
Brusselseweg,152,,6217 HB,Maastricht,dominant,klooster,GM-2431
Brusselseweg,214,,6217 HB,Maastricht,dominant,woonhuis,GM-2432
Brusselseweg,480,,6219 NP,,dominant,,GM-2717
Brusselseweg,500,,6219 NP,,kenmerkend,,GM-2718
Brusselseweg,502,,6219 NP,,kenmerkend,,GM-2719
Brusselseweg,520,,6219 NP,,dominant,,GM-2720
Brusselseweg,520,,6219 NP,,waardevol cultuurhistorisch element,Pylonen Toegangshekwerk,GM-2721
Brusselseweg,800,,6219 NP,,dominant,,GM-2722
Burgemeester Bauduinstraat,27,,6224 XB,Maastricht,kenmerkend,Jos Muré,GM-801
Burgemeester Bauduinstraat,57,,6224 XB,Maastricht,kenmerkend,Jos Muré,GM-796
Burgemeester Bauduinstraat,71,,6224 XB,Maastricht,kenmerkend,Jos Muré,GM-797
Burgemeester Bauduinstraat,81,,6224 XB,Maastricht,kenmerkend,Jos Muré,GM-798
Burgemeester Bauduinstraat,89,,6224 XB,Maastricht,kenmerkend,Jos Muré,GM-799
Burgemeester Bauduinstraat,114,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3165
Burgemeester Bauduinstraat,116,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3166
Burgemeester Bauduinstraat,118,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3167
Burgemeester Bauduinstraat,120,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3168
Burgemeester Bauduinstraat,122,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3169
Burgemeester Bauduinstraat,124,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3170
Burgemeester Bauduinstraat,126,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3171
Burgemeester Bauduinstraat,128,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3172
Burgemeester Bauduinstraat,130,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3173
Burgemeester Bauduinstraat,132,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3174
Burgemeester Bauduinstraat,134,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3175
Burgemeester Bauduinstraat,136,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3176
Burgemeester Bauduinstraat,138,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3177
Burgemeester Bauduinstraat,140,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3178
Burgemeester Bauduinstraat,142,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3179
Burgemeester Bauduinstraat,144,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3180
Burgemeester Bauduinstraat,146,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3181
Burgemeester Bauduinstraat,148,,6224 XE,Maastricht,kenmerkend,Jos Muré,GM-3182
Burgemeester Ceulenstraat,4,,6212 CS,Maastricht,kenmerkend,,GM-496
Burgemeester Ceulenstraat,6,,6212 CS,Maastricht,kenmerkend,,GM-497
Burgemeester Ceulenstraat,8,,6212 CS,Maastricht,kenmerkend,,GM-498
Burgemeester Ceulenstraat,24,,6212 CS,Maastricht,kenmerkend,,GM-499
Burgemeester Ceulenstraat,28,,6212 CS,Maastricht,dominant,,GM-500
Burgemeester Ceulenstraat,30,,6212 CS,Maastricht,dominant,,GM-3573
Burgemeester Ceulenstraat,45,A,6212 CP,Maastricht,kenmerkend,,GM-501
Burgemeester Ceulenstraat,47,,6212 CP,Maastricht,kenmerkend,,GM-502
Burgemeester Ceulenstraat,49,A,6212 CP,Maastricht,kenmerkend,,GM-503
Burgemeester Ceulenstraat,60,,6212 CT,Maastricht,dominant,,GM-504
Burgemeester Ceulenstraat,62,,6212 CT,Maastricht,dominant,,GM-505
Burgemeester Ceulenstraat,72,,6212 CT,Maastricht,kenmerkend,,GM-506
Burgemeester Ceulenstraat,78,,6212 CT,Maastricht,dominant,,GM-507
Burgemeester Ceulenstraat,81,,6212 CR,Maastricht,kenmerkend,,GM-508
Burgemeester Cortenstraat,1,,6226 GP,Maastricht,kenmerkend,eenheid met Akersteenweg 45,GM-339
Burgemeester Cortenstraat,3,A,6226 GP,Maastricht,kenmerkend,eenheid met Akersteenweg 45,GM-340
Burgemeester Nierstraszstraat,1,,6224 VM,Maastricht,kenmerkend,Jos Muré,GM-802
Burgemeester Nierstraszstraat,2,,6224 VP,Maastricht,kenmerkend,Jos Muré,GM-804
Burgemeester Nierstraszstraat,14,,6224 VP,Maastricht,kenmerkend,Jos Muré,GM-803
Burgemeester Nierstraszstraat,36,,6224 VP,Maastricht,kenmerkend,Jos Muré,GM-805
Burgemeester Pijlsstraat,1,,6224 VB,Maastricht,kenmerkend,Jos Muré,GM-807
